AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Plot_Area_m2,Plant_Type
86.69,412.81,8.33,60.95,123.35,6.99,67.96,31.03,41.29,45.78,308.5,Neem
68.99,419.38,11.27,55.91,114.63,6.9,119.6,53.47,80.72,53.06,531.71,Mango
64.81,421.14,14.38,52.14,121.05,6.72,85.34,62.01,62.04,53.25,370.2,Amla
70.75,424.56,11.83,53.7,121.23,6.94,70.49,39.54,47.37,30.22,281.03,Neem
125.25,418.95,17.82,53.05,112.12,7.11,82.99,51.66,59.72,40.85,374.37,Amla
141.24,405.39,18.46,51.49,112.34,6.77,74.02,41.87,46.43,36.86,302.27,Neem
73.42,418.58,15.05,57.97,112.15,6.87,85.52,61.58,76.19,43.24,342.4,Amla
101.25,415.1,18.61,51.09,113.46,6.68,100.17,53.65,66.7,59.34,466.32,Jamun
148.92,420.99,12.17,58.24,115.94,6.85,100.75,44.81,88.65,53.05,384.9,Mango
108.13,416.83,13.03,52.43,118.29,6.01,61.79,48.6,49.49,46.36,221.95,Drumstick
133.4,410.88,12.88,52.78,123.17,6.7,105.74,54.36,78.67,59.63,495.94,Mango
104.89,418.52,14.53,56.33,111.59,6.98,75.33,64.99,60.21,60.2,336.98,Jamun
112.78,419.81,16.95,61.13,118.57,6.61,73.41,42.26,48.61,43.6,291.13,Neem
116.41,410.07,9.36,54.52,121.09,6.92,80.3,40.67,32.96,33.66,305.64,Neem
100.43,424.31,8.6,57.95,115.55,6.75,101.75,60.07,65.06,60.95,415.96,Jamun
96,407.38,12.33,56.39,111.04,6.75,59.69,43.69,49.82,43.22,283.05,Neem
69.89,435.62,12.27,54.43,118.24,7.01,92.28,59.56,61.79,54.09,252.32,Amla
115.57,426.81,14.11,63.03,114.66,6.97,104.31,49.57,86.2,56.66,501.04,Mango
111.64,390.07,10.02,46.47,125.91,5.93,91.25,45.38,83.6,54.26,478.09,Mango
125.98,429.11,16.1,60.87,112.11,5.86,73.13,39.86,59.17,37.98,193.8,Drumstick
129.86,422.65,12.44,50.18,110.39,5.92,68.51,55.78,62.18,63.87,323.13,Jamun
87.01,418.45,15.01,54.71,107.86,6.75,81.51,52.6,59.4,45.47,356.97,Amla
123.48,406.36,12.96,56.44,119.28,6.17,92.46,58.8,51.68,60.24,343.61,Jamun
82.03,396.54,13.54,44.69,117.98,6.05,112.29,44.46,76.1,55.79,483.35,Mango
111.35,401.91,9.47,52.76,116.44,6.02,56.66,41.34,50.23,41.58,163.57,Drumstick
139.91,404.47,12.05,49.99,118.19,6.84,79.67,53.8,65.08,35.99,391.87,Amla
130.08,412.57,11.46,50.27,114.25,6.45,100.7,68.78,53.9,66.81,395.37,Jamun
108.3,410.21,10.57,52.06,118.21,6.75,49.02,42.52,52.34,42.55,189.54,Drumstick
87.92,418.3,9.83,55.68,120.15,6.33,96.7,66.48,56.3,61.38,377.9,Jamun
119.72,434.15,10.15,67.54,115.82,6.35,84.96,42.36,54.74,40.88,239.94,Drumstick
111.5,415.13,9.5,53.24,108.06,6.3,52.1,44.91,62.06,42.58,158.76,Drumstick
91.36,419.88,16.42,55.33,119.62,6.46,59.15,39.68,58.02,37.13,190.29,Drumstick
111.3,414.59,7.9,53.99,117.91,6.32,51.83,44.51,56.48,46.29,204.15,Drumstick
93.77,406.84,8.3,65.33,109.66,7.14,67.5,37.01,48.33,44.96,293.06,Neem
102.89,428.89,11.45,55.25,115.02,5.88,65.78,49.55,51.73,44.67,203.07,Drumstick
104.9,391.99,11.17,49.62,110.48,6.97,85.59,50.47,61.8,50.12,330.55,Amla
95.62,408.13,14.96,47.05,116.25,6.37,101.47,64.4,58.43,64.61,370.11,Jamun
74.16,412.66,15.91,57.51,109.84,7.14,86.52,60.07,66.61,43.65,343.94,Amla
110.17,410.09,12.6,53.27,115.04,7.01,64.12,41.97,45.34,43.43,301.13,Neem
116.7,419.43,12.12,56.39,113.32,5.8,92.32,62.38,49.14,59.22,362.9,Jamun
45.94,409.14,11.86,54.51,113.58,6.99,97.97,55.38,80.59,58.99,543.22,Mango
100.12,421.67,12.48,59.17,116,6.4,59.36,36.85,62.78,44.13,182.59,Drumstick
90.2,410.18,12.22,59.73,116.69,6.2,77.49,48.04,55.68,49.6,192.05,Drumstick
108.26,415.07,5.81,55.1,116.74,6.64,104.89,45.33,78.9,65.86,459.16,Mango
94.68,425.14,13.54,44.3,118.56,5.94,71.63,47.14,51.47,41.02,220.93,Drumstick
100.06,412.57,13.28,56.46,116.39,6.65,92.75,46.54,88.47,48.44,495.24,Mango
101.84,439.17,11.41,45.6,121.2,6.61,59.27,45.2,50.79,49.68,210.79,Drumstick
101.47,416.74,12.53,55.62,113.33,7.14,73.09,47.83,77.27,47.25,382.41,Amla
97.72,413.73,11.58,62.81,118.87,7.02,77.07,38.15,39.48,45.98,341.27,Neem
112.57,423.49,10.79,54.96,115.38,7.12,99.28,46.43,87.49,56.2,491.54,Mango
94.36,413.25,12.81,53.22,116.18,5.9,58.91,44.7,56.98,45.83,180.97,Drumstick
109.82,416.44,10.12,54.45,112.78,6.68,78.45,34.87,42.74,37.83,325.14,Neem
84.42,400.61,9.42,47.29,113.36,7.1,89.41,51.44,71.8,46.89,285.47,Amla
97.57,407.68,8.2,45.48,117.39,6.19,100.58,63.16,57.86,61.49,368.79,Jamun
113.01,426.38,10.98,48.88,111.52,6.48,62.81,38.15,40.5,48.14,288.24,Neem
122.88,408.11,9.67,60.32,126.47,7.16,92.4,42.83,54.52,52.4,347.83,Amla
105.13,434.2,7.76,49.54,116.11,6.8,75.85,57.65,63.39,50.23,361.05,Amla
148.87,418.17,9.56,57.71,120.44,6.26,88.43,60.51,53.15,54.89,393.46,Jamun
110.26,402.61,15.15,53.4,122.29,6.62,66.52,34.25,42.28,37.05,333.27,Neem
111.45,415.09,12.45,48.86,122.99,6.1,53.74,46.6,63.61,41.61,195.69,Drumstick
57.93,414.71,17.12,58.06,119.06,6.64,94.87,73.28,61.37,60.9,404.57,Jamun
126.98,434.29,12.97,39.79,120.67,6.95,56.42,50.9,55.21,45.35,187.9,Drumstick
82.94,401.28,9.21,57.16,121.54,6.2,60.57,45.84,58.64,52.02,175.32,Drumstick
71.57,411.31,16.65,46.47,128.32,6.61,78.26,54.43,69.2,62.41,343.21,Amla
78.65,419.58,12.69,45.26,114.8,6.98,101.07,44.17,71.74,52.98,438.31,Mango
90.42,423.51,14.25,54.65,116.53,6.84,94.23,55.42,78.51,55.7,469.77,Mango
92.42,415.12,11.69,57.84,119.91,6.74,82.7,52.07,81.48,59.31,445.99,Mango
86.04,412.73,6.35,53.01,115.52,6.15,84.7,72.49,62.48,68.22,437.55,Jamun
96.59,404.33,13.95,52.39,120.95,6.17,101.53,61.44,57.82,53.2,403.78,Jamun
105.83,417.29,12.5,55.14,110.49,7.76,75.17,35.19,38.85,31.55,311.74,Neem
94.52,406.76,16.17,59.73,120.43,6.8,63.73,46.97,44.97,42.41,352.41,Neem
92.56,409.18,9.43,54.03,111.39,6.55,92.75,48.05,69.76,57.13,520.67,Mango
98.32,401.19,8.47,50.96,114.38,7.15,68.36,63.09,61.64,47.33,338.89,Amla
104.65,417.31,9.76,50.05,108.4,6.38,88.76,47.55,84.54,55.76,544.91,Mango
80.89,432.19,12.86,44.26,115.84,6.73,98.66,44.59,81.55,64.02,534.21,Mango
114.44,429.16,15.39,58.89,115.88,6.96,96.69,52.79,73.03,56.78,306.44,Amla
107.95,417.25,4.74,60.1,122.05,6.93,74.37,54.55,68.04,52.32,399.27,Amla
68.62,406.42,11.15,62.29,114.11,7.25,70.39,51.43,62.16,41.19,253.54,Amla
101.51,406.87,9.06,49.27,116.99,6.28,96.4,56.94,83.63,62.77,471.62,Mango
127.28,411.39,11.83,60.44,120.8,7.03,79.43,60.49,56.26,54.99,267.53,Amla
114.18,420.36,9.63,52.66,116.68,5.64,63.81,45.42,47.34,48.77,189.47,Drumstick
85.02,426.63,13.27,64.08,116.71,7.66,76.99,59.94,69.59,50.51,338.84,Amla
81.87,401.72,12.92,55.6,113.57,7.6,76.55,54.37,60.46,47.53,306.79,Amla
127.44,432.01,13.43,58.08,121.65,6.45,86.89,68.14,57.41,59.76,374.35,Jamun
77.51,426.6,11.31,51.77,114.77,7.83,60.44,38.38,35.64,40.47,281.32,Neem
111.71,415.44,11.08,56.78,114.54,6.91,81.85,55.13,64.4,55.43,388.73,Amla
134.56,419.54,10.65,52.92,119.64,6.65,74.21,52.05,50.72,67.16,372.07,Jamun
129.81,420.74,15.58,61.38,120.36,7.13,123.85,42.87,81.22,51.72,526.37,Mango
126.4,416.53,9.45,58.04,111.76,6.03,64.48,43.83,51.01,49.18,206.31,Drumstick
77.33,405.52,5.39,48.96,117.46,6.67,75.47,49.81,56.4,43.24,140.69,Drumstick
126.58,416.45,10.89,64.47,112.19,6.64,61.3,47.76,49.95,43.97,209.42,Drumstick
92.98,408.48,17.11,56.37,125.43,6.21,49.47,45.3,47.17,46.77,220.11,Drumstick
69.86,421.01,14.19,47.07,111.2,6.94,74.62,47.58,48.09,41.1,352.73,Neem
81.33,426.43,11.93,49.2,114.1,5.85,55.44,41.37,56.76,43.54,187.54,Drumstick
54.76,413.22,14.23,42.59,122.29,6.34,92.38,60.76,52.72,68.33,390.34,Jamun
108.98,394.33,9.5,64.7,115.38,6.1,77.76,43.71,58.54,50.25,185.36,Drumstick
138.78,415.91,12.15,58.71,117.37,6.18,100.81,58.17,53.54,62.75,378.02,Jamun
91.67,415.82,6.12,51.65,114.14,6.77,67.29,36.19,50.97,50.19,258.33,Neem
126.03,406.84,16.05,52.82,112.02,7.06,98.17,42.26,81.39,58.21,459.07,Mango
109.47,406.21,13.09,54.09,121.96,7.15,91.35,63.66,58.02,60.83,388.88,Jamun
91.6,408.1,10.24,55.05,118.03,7.03,76.52,44.38,37.02,44.97,298.84,Neem
102.52,398.7,11.87,56.99,107.42,6.29,66.08,42.79,53.67,52.16,218.33,Drumstick
81.2,415.68,7.27,61.68,118.32,6.54,69.88,47.66,37.08,49.98,325.11,Neem
103.6,409.32,12.62,57.82,114.83,6.06,63.79,49.35,54.82,44.34,186.33,Drumstick
122.32,423.79,19.93,41.73,110.48,6.33,64.22,48.54,55.21,47.34,196.37,Drumstick
99.13,414.12,7.57,67.07,116.15,7.37,66.92,35.04,34.81,43,267.89,Neem
113.96,418.39,8.88,50.53,112.22,6.9,81.73,39.56,41.68,40.61,278.8,Neem
69.42,414.68,13.79,52.08,106.19,6.47,81.32,45.16,48.76,39.06,206.2,Drumstick
107.3,428.35,11.63,52.97,118.72,6.73,79.8,58.49,67.69,44.52,342.71,Amla
109.83,410.3,15.95,51.03,113.17,5.92,54.4,44.24,54.38,42.15,181.6,Drumstick
112.92,409.13,9.52,56.96,120.15,6.53,72.53,54.95,54.19,58.69,324.3,Jamun
94.55,407.15,16.85,63.39,106.15,6.87,116.12,59.23,84.47,58.89,469.29,Mango
70.82,396.33,9.28,51.52,117.02,6.37,65.74,44.84,61.03,52.25,207.93,Drumstick
89.37,436.43,13.9,57.83,113.48,7.05,77.07,43.96,30.58,40.74,349.72,Neem
104.87,419.21,12.58,53.83,115.92,6.2,96.72,55.92,86.96,54.06,486.98,Mango
66.77,427.04,10.67,55.57,116.77,6.35,61.14,55.97,56.1,40.92,171.64,Drumstick
118.38,395.22,9.18,50.38,116.91,6.75,105.99,49.44,87.74,58.25,417.29,Mango
122.58,412.53,5.3,56.18,119.04,7.61,76.55,59.72,60,52.93,408.21,Amla
91.01,414.96,12.51,60.77,118.05,6.36,95.16,53.19,67.67,56.99,458.21,Jamun
128.7,404.17,12.43,50.45,121.31,6.84,78.87,56.32,59.44,47.94,284.96,Amla
88.67,393.6,10.26,49.45,120.3,6.13,62.42,46.18,59.78,44.73,223.52,Drumstick
88.58,421,9.63,55.98,116.72,6.29,100.91,59.39,58.48,57.62,386.14,Jamun
95.16,414.57,19.32,54.31,121.72,6.17,71.07,41.05,48.89,59.09,212.36,Drumstick
47.61,408.82,10.66,62.94,105.64,7.08,89.55,61.31,80.7,51.7,523.42,Mango
94.04,399.12,7.73,61.72,119.62,6,52.58,39.59,49.44,47.06,195.53,Drumstick
94.2,398.31,19.47,52.67,113.92,5.91,60.42,53.8,59.07,42.26,214.48,Drumstick
97.32,440.19,14.85,54.56,116.78,7.08,74.76,46.79,38.68,33.96,335.37,Neem
86.73,403.11,7.57,55.07,93.67,7.71,55.46,37.85,45.9,38.77,319.86,Neem
119.84,405.62,11.06,51.83,120.23,6.81,100.69,55.44,74.96,60.01,431.41,Mango
59.87,434.61,8.13,53.21,114.55,6.53,91.42,58.86,61.6,57.19,360.58,Jamun
65.1,405.33,14.36,57.44,111.37,6.82,72.11,42.04,68.97,44.39,346.1,Amla
110.73,426.01,11.23,56.68,120.98,6.5,81.37,52.81,85.56,59.26,461.08,Mango
117.59,398.52,12.14,51.05,113.91,6.06,57.47,41.78,52.58,40.27,177.63,Drumstick
67.82,414.21,11.4,56.73,113.31,6.29,50.95,44.11,58.8,43.29,233.04,Drumstick
75.31,414.81,11.62,50.32,114.51,7.38,61.04,40.89,39.48,41.27,261.7,Neem
100.87,428.91,17.07,47.99,112.42,7.06,59.4,46.76,36.8,29.35,280.46,Neem
81.44,413.72,19.2,53.26,113.68,6.86,66.36,44.55,34.16,37.35,326.34,Neem
93.44,402.58,15.01,53.45,110.63,6.68,77.1,38.49,39.76,43.94,312.28,Neem
134.55,416.17,14.67,46.8,111.12,6.88,94.1,54.34,67.6,61.28,367.94,Jamun
113.6,419.59,12.49,49.22,117.39,6.1,93.69,65.92,61.24,63.53,428.14,Jamun
124.03,399.51,11.05,59.51,116.27,6.75,64.29,37.49,41.62,40.42,208.09,Drumstick
92.85,405.57,13.91,59.73,123.93,6.82,68.23,30.74,34.36,35.74,288.02,Neem
104.43,426.43,9.44,52.18,110.29,7.18,79.31,32.08,36.66,43.89,264.63,Neem
131.23,415.78,7.46,55.97,124.73,7.03,116.78,53.98,85.19,55.14,445.06,Mango
141.91,415.23,9.1,51.37,123.36,6.19,75.58,38.06,67.63,37.04,233.77,Drumstick
110.04,424.54,9.5,56.95,119.2,6.02,69.69,51.54,57.51,47.05,230.06,Drumstick
104.05,402.76,13.01,46.4,116.44,6.93,90.26,55.8,70.97,54.75,403.06,Amla
93.82,420.54,12.24,58.25,114.46,6.51,100.22,51.2,78.84,55.78,493.52,Mango
91.31,414.05,11.21,50.08,118,7.08,90.4,52.57,82.48,52.53,610.26,Mango
107.35,414.68,7.65,55.72,126.04,6.95,95.82,44.7,82.94,47.25,472.46,Mango
65.15,400.91,10.62,56.78,125.71,6.38,52.12,52.57,45.12,49.5,161.19,Drumstick
103.25,411.18,9.16,58.19,121.73,6.44,97.96,57.89,53.97,50.98,362.87,Jamun
99.97,416.72,11.72,44.32,126.82,6.92,53.63,47.12,51.66,43.18,206.79,Drumstick
115.06,416.95,15.26,70.24,118.56,6.57,91.97,64.83,62.93,59.87,373.64,Jamun
127.37,414.59,1.72,59.62,115.18,7.19,54.2,41,35.09,43.7,299.05,Neem
114.04,417.55,10.61,55.75,116.91,6.35,88.7,50.9,73.92,55.59,330.48,Amla
80.73,415.02,14.59,50.54,112.23,7.41,86.81,55.12,64.14,48.94,353.92,Amla
106.85,423.07,11.28,52.52,120.93,6.28,42.98,38.01,53.07,42.52,206.99,Drumstick
98.09,415.22,13.79,57.17,115.35,6.89,91.23,65.39,63.58,61.01,350.97,Jamun
121.72,432.61,9.72,49.15,117.1,6.65,114.95,34.53,87.25,62.13,457.36,Mango
68.37,425.26,14.34,52.93,111.54,7.14,72.01,39.67,51.96,29.08,331.67,Neem
105.89,413.39,13.59,53.72,118.02,7.17,65.71,38.05,36.17,42.13,296.88,Neem
108.7,431.62,12.58,51.52,116.21,6.25,84.74,54.96,59.21,60.1,414.88,Jamun
68.44,413.15,9.81,57.42,114.44,6.85,69.61,41.04,35.78,42.5,283.44,Neem
112.85,427.48,12.12,48.47,110.33,6.78,88.29,70.06,62.95,62.8,352.25,Jamun
125.48,420.28,13.19,55.51,114.85,7.28,81.09,58.08,66.31,53.38,319.36,Amla
98.02,413.09,9.82,59.2,117.74,6.7,112.75,43.62,80.72,50.61,510.78,Mango
145.98,414.51,9.46,50.06,117.33,6.33,101.94,54.13,69.95,65.76,540.34,Mango
127.72,424.85,16.03,56.47,113.8,6,89.88,55.32,57.95,59.95,399.29,Jamun
76.2,412.59,11.6,60.8,114.3,7.15,77.09,58.29,57.29,45.21,331.69,Amla
93.6,394.74,9.45,46.62,111.99,6.3,75.35,44.44,57.34,49.94,242.66,Drumstick
72.6,433.31,11.68,58.27,117.88,6.98,95.07,61.03,63.94,54.07,405.13,Jamun
63.88,417.99,13.35,60.69,105.78,6.28,92.59,65.54,61.55,51.66,395.16,Jamun
61.17,409.37,8.71,58.3,121.51,7.15,83.86,35.9,41.37,39.09,257.59,Neem
87.51,441.61,11.85,57.17,121.03,6.11,89.66,55.62,63.64,58.94,371.63,Jamun
123.28,427.56,14.65,60.67,111.28,6.49,52.74,42.61,55.1,56.34,231.94,Drumstick
89.37,409.68,12.21,57.45,116.36,5.8,60.08,39.22,61.53,39.34,220.39,Drumstick
104.16,400.01,15.28,64.27,117.51,6.92,77.04,36.45,42.6,39.5,243.58,Neem
136.87,411.15,13.22,56.69,126.43,6.71,63.54,36.87,31.26,39.17,301.55,Neem
98.02,427.84,10.59,57.13,112.61,6.94,75.43,49.07,59.81,51.28,287.35,Amla
73.62,421.37,7.69,47.22,122.73,7.08,85.16,59.55,69.07,51.66,301.83,Amla
112.91,421.72,16.11,62.15,114.78,7,86.79,50.4,56.15,44.2,397.36,Amla
83.5,422.61,12.84,57.66,113.79,7.14,73.96,43.13,42.43,37.38,311.02,Neem
80.25,419.43,14.86,57.21,112.12,7.02,71.02,45.29,42.43,43.81,295.19,Neem
131.24,416.14,8.84,45.56,104.09,7.37,78.95,54.47,65.06,43.49,358.61,Amla
93.26,416.28,16.02,52.92,117.56,6.18,57.01,31.99,55.96,44.07,177.92,Drumstick
118.18,423.05,18.13,52.09,111.24,6.56,83.24,56.35,58.76,59.16,404.96,Jamun
79.92,430.63,13.76,48.64,113.57,6.63,98.39,52.52,83.41,53.75,437.71,Mango
93.51,419.51,5.91,51.4,111.51,6.45,57.34,45.16,47.59,41.6,307.78,Neem
80.91,413.82,6.95,48.66,119.34,6.86,63.69,53.16,63.5,52.92,421.04,Amla
120.62,401.54,8.94,56.11,113.31,6.47,98.32,49.61,81.9,57.29,535.2,Mango
117.6,394.81,10.78,50.45,117.46,7.22,72.91,33.31,46.2,48.85,304.26,Neem
91.58,421.76,11.28,63.77,119.35,6.84,87.54,62.83,65.18,51.8,281.18,Amla
92.54,388.97,13.35,55.88,113.82,6.9,93.75,48.67,75.67,53.67,534.73,Mango
72.51,416.63,14.25,65.82,119.03,6.24,86.64,62.16,65.22,51.18,425.71,Jamun
82.73,425.35,11.99,54.82,115.71,5.95,71.49,47.5,53.78,43.41,168.27,Drumstick
104.65,408.16,13.76,50.11,110.3,6.91,63.26,37.64,43.53,44.6,343.42,Neem
146.87,395.46,16.8,52.81,127,7.52,76.8,61.32,55.38,52.45,305.36,Amla
104.3,436.92,11.45,62.21,114.51,6.2,98.21,55.9,62.14,55.99,362.6,Jamun
53.54,431.26,11.46,53.13,121.43,6.17,95.12,69.34,64.49,63.81,405.88,Jamun
91.56,406.78,16.48,55.85,116.83,6.19,61.95,47.91,50.39,43.99,172.62,Drumstick
126.32,406.79,16.14,64.12,109.39,6.6,96.9,56.08,58.08,64.13,388.65,Jamun
100.94,407.18,11.02,53.56,119.84,6.71,59.53,55.31,53.31,58.96,328.01,Amla
85.19,393.6,10.28,50.69,118.59,6.82,75.16,60.43,57.93,50,416.75,Jamun
87.46,409.84,15.09,62.65,116.26,7.04,97.57,38.32,76.91,49.75,455.31,Mango
86.99,415.9,10.92,55.67,117.24,7.14,81.61,40.96,35.6,36.76,314.62,Neem
120.67,430.46,13.87,60.98,117.61,6.54,54.13,42.46,55.2,37.35,195.38,Drumstick
69.74,411.14,20.23,50.82,112.4,6.99,79.05,53.27,69.72,56.48,376.63,Amla
78.51,400.16,15.35,60.27,121.53,6.35,71.89,43.46,50.12,41.69,211.5,Drumstick
94.52,411.53,11.53,52.33,116.32,6.78,92.39,53.78,59.48,57.64,360.89,Jamun
62.97,418.4,14.6,46.35,109.16,7.04,68.97,38,44.3,35,221.9,Neem
130.27,421.83,13.49,51.42,120.73,6.84,71.8,29.47,40.66,45.3,252.25,Neem
78.84,418.7,13.33,51.24,116.33,6.26,53.28,58.65,55.79,51.19,184.02,Drumstick
107.04,422.77,15.76,60.26,109.95,7.11,84.73,49.98,79.26,51.3,449.71,Mango
107.3,404.3,12.48,49.06,111.67,6.01,62.21,45.56,55.17,44.78,193.19,Drumstick
97.4,408.32,13.73,70.19,114.5,7.4,73.04,37.97,45.83,29.87,267.72,Neem
126.3,414.78,14.56,47.91,113.24,6.87,98.99,54.47,79.72,48.02,483.96,Mango
97.48,419.55,7.06,52.19,119.93,6.24,78.57,58.97,59.69,53.78,318.3,Jamun
86.6,416.96,9.28,48.38,115.83,7.22,74.85,68.4,57.52,50.83,296.69,Amla
83.12,401.17,11.77,58.28,112.13,6.54,99.15,53.19,67.67,48.01,462.8,Jamun
124.17,426.54,15.25,53.58,107.78,5.92,55.23,41.67,53.53,46,190.96,Drumstick
137.21,406.75,11.91,54.61,121.4,6.94,80.53,47.1,50.72,39.92,354.83,Neem
109.18,417.06,15.07,55.28,124.08,6.6,74.98,63.93,59.5,54.28,374.93,Jamun
114.22,422.57,7.67,45.62,126.19,7.16,111.72,56.02,81.8,53.13,433.3,Mango
110.7,404.93,8.58,56.95,120.66,7.11,61.17,38.87,46.34,34.1,317.88,Neem
146.02,417.89,10.73,52.8,112.68,6.17,97.03,63.77,66.11,54.87,403.5,Jamun
86.47,418.53,9.18,51.51,114.18,6.99,104.79,50.09,78.26,58.92,497.4,Mango
102.9,410.93,11.76,45.51,111.55,6.35,46.97,43.14,57.67,54.16,190.69,Drumstick
109.76,413.93,10.91,53.37,116.38,7.29,67.32,38.56,38.99,37.89,289.04,Neem
103.21,402.2,7,51.28,106.99,5.76,78.97,60.24,63.06,58.74,364.84,Jamun
102.86,406.62,11.02,50.15,117.38,6.05,65.3,46.01,59.77,42.84,211.17,Drumstick
103.74,415.49,13.15,50.85,114.92,6.95,72.53,52.43,62.74,43.51,366.54,Amla
76.92,411.99,13.8,48.29,111.21,6.76,95.2,62.49,56.82,48.84,384.38,Jamun
91.5,421.14,11.92,55.32,115.11,7.03,55.34,41.91,29.38,40.94,284.27,Neem
121.43,433.49,10.89,58.99,108.56,6.49,96.73,49.5,53.64,61.09,352.55,Jamun
116.01,398.11,13.61,60.45,123.17,6.64,87.09,43.78,84.71,61.16,592.56,Mango
100.81,408.23,14.48,55.18,107.48,6.79,86.79,53.03,79.38,53.24,462.69,Mango
104.16,405.24,10.73,46.34,114.95,6.4,102.71,54.59,57.34,63.97,424.62,Jamun
132.31,414.92,11.09,58.07,112.43,6.56,77.58,58.73,73.5,47.08,410.76,Amla
118.03,430.53,9.77,53.91,120.69,6.77,62.97,38.56,51.59,47.1,300.83,Neem
95.29,431.88,12.87,51.08,123.26,7.48,85.55,49.56,59.66,50.71,350.82,Amla
84.2,424.51,9.91,60.75,120.18,6.47,57.24,41.88,44.61,44.63,218.17,Drumstick
128.21,401.87,13.44,53.75,123.08,6.23,55.19,44.51,58.39,36.81,163.49,Drumstick
80.55,419.98,18.32,57.57,107.39,5.95,55.21,45.25,51.24,42.59,244.17,Drumstick
104.88,418.55,7.85,47.82,112.2,6.34,63.04,41.08,51.05,38.04,188.59,Drumstick
126.8,419.65,5.18,55.45,118.87,6.66,78.27,57.89,65.35,58.03,393.3,Amla
121.6,405.52,11.71,58.62,112.6,6.25,113.88,62.32,79.98,56.83,515.7,Mango
82.79,424.76,12.65,49.65,119.19,7.13,107.03,51.23,77.3,49.15,431.57,Mango
83.02,411.39,11.45,53.99,116.67,6,59.53,53.81,51.83,44.75,194.66,Drumstick
124.1,404.53,9.71,55.12,119.35,7.35,81.77,55.59,59.78,56.01,325.21,Amla
106.21,427.59,9.73,50.12,115,6.71,77.67,51.92,56.61,58.92,396.02,Jamun
102.81,404.36,11.48,56.72,119.26,7.01,81.04,55.77,67.34,53.99,330.63,Amla
141.66,407.07,15.94,58.33,118.7,6.11,68.31,39.46,42.6,34.3,287.91,Neem
92.21,418.31,8.02,47.44,107.46,6.07,65.35,54.14,49.07,47.36,211.46,Drumstick
112,412.16,6.48,54.86,125.47,6.81,91.45,51.24,59.46,53.68,368.13,Amla
122.21,428.2,11.62,51.02,112.51,7.02,72.96,36.23,36.69,42.35,344.34,Neem
122.9,415.86,17.56,57.46,118.57,6.99,105.62,61.46,58.96,59.43,396.11,Jamun
89.04,415.98,9.38,42.09,117.39,7.24,78.85,57.85,75.21,42.58,289.7,Amla
96.67,401.31,15.63,53.54,123.67,5.95,101.07,60.38,61.19,53.05,378.99,Jamun
70.54,406.85,13.44,50.02,124.04,6.24,96.6,51.45,58.65,52.16,366.49,Jamun
120.01,411.34,7.86,49.4,113.15,6.63,98.49,45.28,88.01,47.94,515.96,Mango
86.25,423.15,7.71,58.1,118.15,6.75,66.61,40.84,59.81,42.95,181.24,Drumstick
66.96,404.51,9.87,56.08,112.02,6.63,65.41,35.89,40.59,35.56,296.63,Neem
68.51,417.68,15.55,63.52,120.14,6.85,73.32,32.82,32.1,50.11,279.06,Neem
108.57,403.86,6.77,51.64,114.54,7.02,95.26,50.22,79.44,56.74,536.96,Mango
98.58,410.69,12.14,54.5,119.31,6.58,66.97,33.15,41.48,29.13,275.07,Neem
125.34,424.94,12.56,50.44,118.77,7.12,72.11,36.07,46.58,37.28,282.21,Neem
94.53,418.47,10.22,52.14,119.66,6.01,66.15,56.99,60.27,40.63,220.69,Drumstick
96.8,417.57,12.89,49.77,116.9,7.27,109.06,38.42,76.36,60.11,448.86,Mango
92.33,418.54,11.24,45.13,106.66,6.85,49.16,44.6,41.21,38.62,308.61,Neem
87.85,429.62,12.43,56.08,109.76,7.39,77.22,42.01,49.19,36.77,320.88,Neem
74.92,426.39,14.42,60.52,111.91,7.51,81.49,44.95,64.52,66.46,382,Amla
115.76,419.23,11.81,45.31,117.31,5.98,51.91,48.57,45.79,46.44,214.61,Drumstick
115.1,395.18,13.53,52.09,116.6,6.76,85.25,67.77,60.71,57.09,339.45,Jamun
117.65,426.66,17.29,60.98,113.86,7.78,79.17,57.65,66.38,47.86,391.1,Amla
85,427.68,9.21,49.61,111.99,5.61,54.43,47.36,61.65,46.3,207.38,Drumstick
113.93,421.58,16.42,49.22,113.5,6.98,62.53,38.36,53.99,39.55,215.28,Drumstick
80.19,403.19,9.36,60.26,120.4,6.94,98.64,50.73,86.67,53.14,507.64,Mango
111.95,429.95,13.65,56.14,122.43,6.46,107.55,59.19,60.14,58.65,392.91,Jamun
103.66,406.54,16.03,50.69,120.81,7.25,79.73,45.53,36.4,38.2,343.5,Neem
110.38,407.63,15.22,54.64,114.57,6.71,81.62,64.96,68.74,57.51,392.82,Jamun
103.92,423.82,14.42,54.42,121.4,7.19,87.21,53.22,66.65,52.36,355.89,Amla
122.07,406.63,12.01,51.77,108.14,6.73,62.58,35.35,32.56,44.09,324.32,Neem
89.54,414.38,14.39,54.34,117.68,6.88,85.32,57.79,85.09,53.81,443.35,Mango
83.04,423.71,12.63,51.68,120.73,7.27,66.26,59.65,64.42,51.33,328.61,Amla
99.93,398.45,13.69,48.13,114.87,7.08,108.15,41.73,75.77,56.45,518.84,Mango
