AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,VOC_Level_ppm,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Organic_Matter_%,Plot_Area_m2,Plant_Type
175.63,740.77,61.22,24.87,34.45,1.91,5.92,52.54,43.54,30.3,45.02,1.19,51.28,Bonsai
168.75,827.25,42.48,33.4,34.49,2.59,6.1,49.86,42.05,32.35,50.15,1.56,61.69,Bonsai
103.02,835.96,44.13,31.41,43.59,2.48,6.24,49.81,32.54,37.15,44.76,1.29,50.22,Bonsai
123.06,825.28,52.4,41.94,43.18,2.56,7.08,166.52,80.19,83.28,59.92,4.16,499.99,Ficus
153.75,825.3,44.67,33.1,36.27,2.95,6.24,59.71,37.77,40.44,53.58,1.79,47.14,Bonsai
155.79,736.9,43.62,30.84,32.92,2.81,7.59,27.53,14.94,21.73,13.79,0.51,223.24,Succulent
122.01,773.99,43.08,34.08,44.05,2.78,5.09,91.88,61.77,61.99,33.19,2.02,188.1,Orchid
145.86,715.65,70.17,32.07,45.11,2.51,5.53,98.71,61.6,55.52,43.63,1.98,184.35,Orchid
174.55,854.37,45.43,38.8,38.38,2.5,5.65,53.0,37.74,40.08,48.17,1.53,43.2,Bonsai
183.45,755.95,45.88,34.58,35.82,1.14,7.56,159.2,75.57,79.42,70.31,4.42,386.62,Ficus
113.45,828.68,51.1,36.44,40.66,2.13,7.99,28.16,16.6,19.84,27.03,0.64,358.28,Succulent
154.3,771.95,45.47,42.95,40.82,2.61,5.6,75.19,35.19,38.63,55.4,1.29,42.88,Bonsai
174.58,757.95,40.24,32.56,40.97,2.6,5.49,81.02,61.72,75.19,33.3,2.47,199.82,Orchid
170.78,843.16,53.6,33.42,35.23,3.04,5.3,90.59,61.42,57.86,39.33,2.23,198.29,Orchid
156.62,830.16,40.34,36.68,35.97,3.14,6.84,153.57,70.96,80.57,73.38,3.56,552.86,Ficus
122.45,784.66,58.01,28.84,36.28,2.55,5.55,82.63,64.8,59.61,40.63,2.07,168.71,Orchid
163.43,763.44,33.39,38.64,43.07,1.92,5.27,91.54,61.67,62.27,45.45,1.63,219.34,Orchid
137.27,754.44,54.56,32.4,30.9,1.91,8.06,33.56,18.13,16.8,15.24,0.62,304.27,Succulent
183.91,815.33,44.49,39.55,42.21,2.02,6.04,86.69,61.14,62.35,42.18,2.3,219.46,Orchid
154.79,735.54,45.26,33.68,44.71,2.39,5.7,58.66,30.52,31.05,58.92,1.78,41.99,Bonsai
174.48,847.69,39.02,33.13,45.39,2.47,5.98,56.19,40.9,37.71,51.72,1.47,50.54,Bonsai
173.57,844.99,43.55,37.6,39.35,2.71,5.68,87.49,62.26,60.95,39.86,2.11,163.81,Orchid
137.37,788.15,23.21,30.83,40.98,2.21,5.12,102.03,61.63,62.44,35.9,2.0,228.76,Orchid
139.59,739.37,62.38,37.54,35.83,2.07,5.12,81.35,64.88,58.73,41.16,1.77,216.94,Orchid
126.13,864.8,56.12,36.8,43.43,3.12,7.45,138.9,78.89,63.33,69.58,4.23,474.49,Ficus
164.06,818.22,40.75,36.25,37.36,3.41,8.15,37.67,19.93,17.93,25.3,0.54,308.07,Succulent
137.21,773.16,55.02,25.98,48.85,2.04,7.87,25.2,20.52,23.58,21.24,0.61,330.74,Succulent
149.03,752.93,45.86,31.72,33.66,3.15,7.97,26.85,20.27,19.8,18.54,0.62,291.86,Succulent
140.61,773.41,52.37,34.62,40.42,2.84,7.97,36.55,21.5,22.06,16.13,0.32,260.76,Succulent
173.81,824.93,56.23,35.64,39.36,2.43,6.09,66.93,43.74,37.02,52.61,1.09,58.06,Bonsai
159.47,829.59,62.72,35.17,49.16,2.36,7.11,139.8,69.57,85.39,67.51,3.35,504.23,Ficus
168.91,776.56,23.58,33.48,48.32,2.23,5.51,77.76,49.86,58.14,45.43,2.1,223.03,Orchid
176.75,822.58,29.98,35.59,42.88,1.75,5.13,90.05,64.4,61.51,41.92,1.9,218.11,Orchid
181.31,878.91,37.09,34.66,34.98,1.98,6.56,133.4,77.38,77.56,74.27,3.73,497.34,Ficus
142.74,729.74,49.86,37.79,36.76,2.69,7.19,154.82,77.25,89.03,68.85,4.37,447.15,Ficus
138.4,814.54,58.4,36.11,39.65,1.71,8.03,29.22,16.65,21.44,25.58,0.71,301.8,Succulent
114.63,892.89,42.51,38.08,46.16,2.7,7.26,160.63,84.05,71.68,67.24,3.69,555.17,Ficus
144.1,836.78,53.6,35.07,36.91,2.75,6.83,153.64,92.42,82.65,79.58,4.43,570.14,Ficus
136.99,745.74,47.86,40.33,33.14,2.51,6.96,155.39,82.66,85.66,63.86,4.1,629.36,Ficus
147.04,800.39,44.43,33.54,45.33,2.35,5.86,90.71,54.22,71.28,37.36,2.02,214.76,Orchid
140.95,815.7,47.57,36.54,38.56,2.01,7.49,32.65,20.61,13.95,29.08,0.52,293.29,Succulent
149.47,696.11,61.53,36.63,30.01,2.46,7.12,161.9,76.08,86.89,60.88,4.33,527.45,Ficus
165.04,800.53,43.18,26.37,37.01,2.73,7.95,26.19,19.87,18.37,16.78,0.24,363.08,Succulent
149.03,879.4,66.67,28.92,26.72,2.3,6.2,71.05,40.23,41.94,48.04,1.39,52.88,Bonsai
171.12,855.84,45.54,35.46,43.25,2.08,7.47,159.12,83.99,88.74,65.3,4.35,526.53,Ficus
164.84,855.3,58.42,33.76,36.38,2.4,6.53,158.88,71.91,84.99,70.94,4.55,530.58,Ficus
177.64,825.41,39.36,31.46,34.38,2.33,6.9,142.5,86.06,77.29,70.33,3.61,551.73,Ficus
172.7,822.44,69.78,36.4,41.33,3.32,5.55,97.13,61.28,56.78,48.59,1.92,198.7,Orchid
134.14,874.36,52.89,29.98,43.66,2.25,6.85,128.04,82.08,82.51,77.65,5.1,490.91,Ficus
151.36,871.03,34.6,37.9,39.83,3.33,8.02,39.39,18.94,23.54,20.18,0.83,252.57,Succulent
147.8,854.38,55.15,42.09,42.25,2.47,5.34,87.78,75.75,55.95,39.74,1.89,263.31,Orchid
107.14,817.64,35.36,34.1,47.3,3.08,7.68,39.41,20.03,18.96,18.37,0.21,247.66,Succulent
135.6,816.53,61.14,34.63,35.55,2.41,5.84,55.85,34.31,34.03,55.55,1.69,52.66,Bonsai
173.35,758.65,46.62,36.01,36.95,3.02,7.8,28.21,24.28,16.88,20.71,0.28,258.01,Succulent
102.67,816.68,66.01,27.79,39.69,2.51,4.97,75.09,54.29,58.55,42.49,2.15,186.68,Orchid
155.64,863.26,31.59,33.68,45.47,2.77,5.6,93.69,65.74,59.48,36.78,2.32,201.46,Orchid
133.08,755.21,64.56,32.45,45.38,2.21,5.95,99.23,64.99,55.6,36.27,2.25,177.51,Orchid
134.14,745.03,45.66,41.01,43.55,1.92,6.1,50.8,38.88,41.49,55.1,1.19,42.12,Bonsai
169.81,781.59,47.11,34.47,35.95,2.37,5.48,92.08,59.04,47.01,43.01,1.34,200.72,Orchid
131.74,792.56,52.95,47.71,45.31,2.59,5.67,57.39,39.09,44.0,60.83,1.55,57.38,Bonsai
166.24,760.52,58.37,30.3,35.32,2.36,7.57,40.07,20.78,16.66,18.76,0.62,283.9,Succulent
157.98,730.03,53.57,36.42,38.36,1.54,7.26,163.85,76.02,89.94,72.79,4.41,524.4,Ficus
130.5,831.53,56.95,34.34,43.33,2.27,5.51,85.16,60.18,56.01,47.97,1.81,202.55,Orchid
182.04,795.4,62.98,34.94,44.07,2.14,5.68,58.58,42.62,38.19,50.21,1.61,54.53,Bonsai
142.91,818.79,59.82,31.16,36.64,2.49,5.43,76.97,63.32,56.97,36.32,2.17,173.57,Orchid
173.25,776.57,54.33,25.94,38.45,3.01,5.47,69.84,41.31,42.59,48.38,1.55,51.67,Bonsai
158.92,887.81,49.74,32.69,32.25,2.51,7.63,28.71,19.62,13.92,17.69,0.04,303.68,Succulent
140.34,750.31,61.03,37.89,37.18,2.1,7.58,132.03,84.27,89.91,66.29,3.12,558.36,Ficus
212.65,815.05,45.06,36.96,35.93,2.3,6.47,63.92,39.27,38.69,52.05,2.01,50.9,Bonsai
127.03,809.07,45.31,44.88,41.3,2.27,5.85,67.74,41.31,36.15,56.15,1.87,64.8,Bonsai
178.22,824.38,50.34,33.9,37.0,2.5,6.91,147.38,83.65,75.81,65.33,4.26,435.95,Ficus
170.2,718.44,49.89,24.64,37.69,3.06,7.24,150.22,79.55,90.36,73.45,3.42,503.18,Ficus
151.29,855.19,51.98,37.37,32.77,2.73,7.17,145.35,87.07,89.99,66.47,3.42,505.78,Ficus
165.22,882.64,53.54,33.18,43.35,2.19,5.45,86.94,65.58,53.09,40.38,1.87,226.31,Orchid
155.41,824.09,38.13,42.76,40.02,2.02,6.77,142.09,74.37,81.91,74.2,3.96,553.28,Ficus
158.07,744.02,40.49,37.66,38.01,2.0,6.49,142.3,82.46,84.98,60.45,4.76,528.61,Ficus
122.34,817.0,38.06,33.21,45.32,2.57,6.65,156.76,85.13,79.57,64.32,4.18,537.27,Ficus
144.12,854.46,64.32,36.13,35.63,2.79,7.79,27.32,22.61,17.94,14.43,0.25,315.62,Succulent
177.85,730.21,27.76,28.97,35.71,2.38,6.7,144.33,69.89,78.56,64.46,4.01,491.17,Ficus
150.64,843.08,36.69,37.2,45.14,2.8,7.28,150.95,88.61,73.44,67.41,4.34,430.78,Ficus
111.8,807.35,40.84,31.46,36.12,1.98,5.9,80.8,64.75,48.39,34.9,2.18,200.34,Orchid
147.87,700.97,48.86,32.56,49.55,3.41,6.39,61.92,40.68,36.58,47.53,1.74,50.72,Bonsai
156.86,754.77,57.68,27.99,43.74,2.22,6.01,69.38,44.7,45.3,47.71,1.26,56.67,Bonsai
173.81,746.37,51.74,42.78,50.43,2.28,5.36,103.44,68.24,57.96,31.5,1.9,163.95,Orchid
156.25,836.47,45.48,37.78,36.9,3.15,6.39,59.24,41.12,39.88,48.77,1.21,32.89,Bonsai
116.4,769.53,51.65,32.05,32.65,2.32,8.1,29.23,25.68,19.66,22.02,0.92,310.24,Succulent
149.45,816.54,66.89,38.05,41.64,2.18,6.08,142.38,84.48,76.67,70.85,4.2,453.78,Ficus
155.58,773.78,44.93,42.78,41.35,2.44,7.37,145.13,83.39,68.55,71.44,4.13,420.25,Ficus
126.69,765.27,50.84,35.13,42.62,2.14,5.71,73.24,39.84,47.72,47.52,1.25,33.42,Bonsai
155.71,747.31,51.19,40.42,32.68,1.31,7.72,25.49,20.57,20.64,13.69,0.6,288.58,Succulent
124.62,862.91,37.58,28.47,50.36,2.39,6.42,59.22,33.69,44.03,44.97,1.9,54.01,Bonsai
156.99,796.02,46.32,20.91,32.35,1.65,5.51,92.29,69.65,55.41,41.35,1.96,203.39,Orchid
117.68,826.25,46.35,33.11,40.24,2.74,7.81,35.99,20.2,19.74,15.7,0.77,277.62,Succulent
123.32,835.62,49.59,35.17,30.96,2.36,6.77,128.19,81.42,88.99,70.19,3.53,473.63,Ficus
147.08,824.18,51.18,28.23,24.79,2.37,5.5,86.46,53.28,62.16,37.97,1.7,210.61,Orchid
169.35,837.34,42.88,34.04,43.35,2.58,5.12,92.41,62.41,60.12,47.71,2.1,202.57,Orchid
183.23,843.97,62.24,38.97,43.92,2.64,6.81,150.99,88.76,84.24,64.85,3.68,488.27,Ficus
175.63,705.87,53.39,29.53,35.51,2.35,5.76,60.54,37.71,36.7,51.48,1.13,54.02,Bonsai
155.86,779.86,58.7,31.98,45.0,2.72,6.31,64.78,46.49,40.16,44.05,2.19,58.81,Bonsai
145.85,841.5,53.98,29.98,36.31,2.66,8.15,26.24,19.24,22.46,14.78,0.41,312.38,Succulent
161.9,775.15,51.38,42.24,36.61,2.33,6.27,55.44,43.95,41.31,52.54,1.74,62.64,Bonsai
178.88,876.05,59.7,31.66,37.27,2.66,6.63,142.45,88.89,82.52,74.05,2.91,463.19,Ficus
130.49,761.12,50.32,28.26,43.17,1.94,7.85,19.86,19.05,19.49,20.84,0.41,310.52,Succulent
132.52,774.61,51.26,26.97,48.31,2.43,7.71,29.25,19.87,19.21,16.7,0.45,312.03,Succulent
171.51,744.21,44.66,39.51,39.32,1.96,5.72,98.5,63.47,47.82,42.86,2.24,201.03,Orchid
178.5,768.07,61.11,30.7,34.54,3.25,8.06,30.02,18.1,21.47,18.12,0.76,279.79,Succulent
118.11,862.69,40.67,33.59,42.06,2.82,5.97,94.41,71.13,65.05,52.91,2.81,204.67,Orchid
158.17,828.14,39.54,35.74,41.46,2.24,6.56,149.62,73.24,74.48,68.2,4.39,452.54,Ficus
147.9,783.26,50.05,31.77,41.8,2.7,8.15,20.63,21.6,20.03,22.96,0.48,277.69,Succulent
136.24,738.13,51.37,40.84,41.56,2.3,6.62,146.58,77.99,71.3,66.83,4.22,403.1,Ficus
112.23,778.8,54.62,38.44,34.99,2.73,8.12,39.37,25.32,21.43,13.74,0.47,266.73,Succulent
134.76,805.5,53.98,30.04,35.79,1.86,6.22,75.71,43.22,41.49,47.17,1.36,57.73,Bonsai
167.25,793.69,52.56,30.74,38.84,2.44,7.97,28.58,23.33,17.1,14.15,0.39,270.23,Succulent
146.62,771.83,50.04,37.91,43.11,2.12,6.12,67.83,36.44,35.32,52.52,1.61,55.73,Bonsai
159.96,796.71,61.96,32.9,42.1,2.02,5.24,92.81,48.62,58.65,38.59,2.05,209.57,Orchid
112.33,781.47,41.72,35.18,46.06,2.48,6.06,83.65,61.59,61.21,39.89,2.61,190.37,Orchid
124.74,848.64,62.21,30.11,37.42,1.78,6.01,56.75,49.31,34.88,50.79,1.38,37.07,Bonsai
172.98,795.33,46.65,31.44,42.0,1.61,7.14,155.65,77.43,80.41,67.38,3.12,447.02,Ficus
121.9,694.29,49.41,31.91,36.48,2.04,5.8,61.47,45.82,39.13,50.39,1.38,36.39,Bonsai
161.28,807.9,48.49,34.43,35.01,2.98,6.49,145.04,74.11,74.42,76.02,3.38,513.42,Ficus
156.91,739.87,42.62,38.51,33.33,2.26,5.97,77.62,43.55,42.73,49.23,1.69,47.13,Bonsai
127.75,884.04,55.03,31.12,40.78,2.78,6.32,59.96,37.39,47.75,53.82,1.49,42.93,Bonsai
122.48,858.71,60.67,24.19,39.4,1.6,5.1,93.57,64.8,54.12,35.35,1.9,177.2,Orchid
152.77,847.18,37.68,38.84,31.93,2.34,6.1,60.86,37.47,49.33,49.01,1.26,59.51,Bonsai
178.88,802.56,42.24,29.81,32.84,2.15,7.94,26.9,21.93,20.81,21.7,0.34,311.97,Succulent
148.75,880.94,68.36,29.33,41.93,2.84,7.62,24.42,17.86,20.98,22.3,0.78,305.88,Succulent
143.27,815.83,51.08,29.33,35.92,2.51,5.58,84.01,50.2,62.34,40.66,2.24,231.36,Orchid
91.86,876.69,51.26,39.27,45.13,2.88,5.83,59.65,41.28,32.53,56.67,0.85,52.95,Bonsai
127.26,780.18,16.72,36.4,40.87,1.7,5.81,101.34,64.98,60.54,45.01,1.9,205.36,Orchid
153.69,812.2,53.12,38.42,37.67,2.09,7.48,149.55,78.65,79.98,67.1,4.56,558.41,Ficus
150.76,854.46,42.78,32.09,40.37,2.41,7.99,32.68,22.57,22.79,22.19,0.53,368.49,Succulent
148.01,838.48,31.64,34.01,41.0,3.16,5.87,71.78,37.01,29.36,59.82,1.47,55.72,Bonsai
135.91,757.7,62.17,36.04,31.21,2.86,6.02,104.89,62.51,60.01,53.25,2.18,228.92,Orchid
146.98,860.66,56.64,36.16,39.34,2.61,5.89,58.66,47.29,36.61,55.32,1.42,55.38,Bonsai
153.01,844.26,61.84,34.59,40.73,2.87,6.57,147.12,83.22,73.98,65.8,4.08,407.43,Ficus
130.26,740.8,47.35,36.17,45.54,2.83,7.05,157.43,71.47,75.88,79.03,3.74,435.5,Ficus
106.58,817.78,52.07,28.34,41.97,2.13,5.4,61.84,42.01,43.6,50.05,1.41,57.93,Bonsai
145.57,868.6,48.28,27.64,33.04,1.57,5.9,79.67,63.44,62.91,41.34,2.02,160.72,Orchid
114.69,799.49,56.23,32.26,41.91,2.3,5.47,92.33,54.32,52.04,35.85,2.22,208.41,Orchid
142.92,823.29,46.74,35.54,38.29,2.46,8.41,42.6,14.48,24.27,16.58,0.38,358.06,Succulent
140.62,727.52,36.42,39.05,44.48,2.07,6.95,144.12,78.39,84.35,76.03,3.16,453.97,Ficus
140.31,728.75,54.9,33.99,43.05,2.52,5.8,86.07,60.75,56.56,33.69,2.23,170.54,Orchid
135.79,789.21,48.48,30.33,37.43,2.27,7.61,40.0,21.24,12.56,15.16,0.53,323.83,Succulent
176.06,828.42,64.23,37.09,48.85,3.08,7.76,36.5,17.69,22.81,17.37,0.37,294.31,Succulent
128.02,835.23,27.31,32.57,42.55,2.62,7.75,29.12,16.66,18.93,13.96,0.66,309.63,Succulent
156.76,795.73,36.61,33.03,35.63,2.42,6.32,78.15,60.24,53.03,42.93,1.53,166.23,Orchid
146.83,897.66,35.03,38.82,32.5,2.82,7.32,144.58,77.87,79.65,69.02,3.84,520.55,Ficus
141.0,802.71,53.5,36.44,42.24,2.6,7.96,26.99,19.75,22.46,18.69,0.42,299.5,Succulent
170.72,843.33,50.61,34.97,36.61,3.14,5.55,86.6,52.57,62.25,44.9,2.41,187.85,Orchid
139.8,687.66,51.58,41.64,39.01,2.75,6.76,132.03,77.1,81.91,64.78,4.44,498.96,Ficus
145.34,864.18,54.96,26.76,37.41,2.22,8.02,30.78,22.26,20.84,22.14,0.55,290.83,Succulent
148.8,856.26,42.18,32.67,34.41,2.21,6.27,66.72,40.44,38.02,42.07,1.57,48.51,Bonsai
194.09,766.91,44.93,38.07,46.35,1.87,5.9,88.94,62.83,68.29,43.65,1.57,222.38,Orchid
105.67,743.27,45.36,36.97,35.95,2.64,5.39,95.26,61.12,68.42,42.36,2.2,221.84,Orchid
150.16,831.5,40.35,33.79,43.81,1.69,5.77,88.71,61.77,50.93,44.95,1.77,189.8,Orchid
213.18,742.28,76.13,38.34,38.05,2.2,5.84,71.44,42.01,43.33,48.93,2.04,50.92,Bonsai
174.84,776.05,37.19,30.1,40.9,3.82,7.61,27.77,20.34,21.92,27.69,0.42,299.59,Succulent
135.27,757.26,57.26,30.08,35.25,3.74,5.77,64.23,42.33,36.08,40.31,1.63,40.65,Bonsai
133.96,674.97,41.34,36.76,39.79,1.54,5.93,85.65,57.76,64.91,45.08,1.65,202.55,Orchid
134.7,866.34,47.88,35.64,42.66,3.12,5.61,73.27,44.51,37.35,44.49,1.79,60.01,Bonsai
137.24,852.24,43.33,38.97,40.35,1.92,6.29,68.39,40.43,42.24,48.86,1.89,52.37,Bonsai
112.52,844.81,50.21,35.17,41.41,2.97,6.03,57.39,35.06,46.16,48.13,1.37,46.77,Bonsai
147.34,826.15,60.02,41.1,37.56,2.72,5.48,92.27,63.19,67.0,38.89,2.1,184.21,Orchid
119.3,825.0,52.78,39.71,41.36,2.47,8.14,25.31,29.2,21.26,13.32,0.61,312.84,Succulent
150.23,896.93,49.66,37.61,39.94,2.27,7.89,31.53,18.84,23.28,17.21,0.58,315.33,Succulent
170.11,800.13,38.66,34.63,43.62,2.52,5.75,64.12,35.54,45.03,45.12,1.56,56.74,Bonsai
170.24,785.4,44.3,31.23,42.53,2.39,8.4,30.97,23.94,21.39,20.43,0.65,320.81,Succulent
143.34,821.57,39.08,32.32,38.45,2.65,5.11,92.67,59.09,58.98,39.32,1.58,213.43,Orchid
124.91,865.6,44.67,35.15,37.19,2.37,6.67,168.01,77.35,77.86,74.48,3.81,502.44,Ficus
148.07,841.31,42.46,45.76,36.42,2.81,5.4,102.99,52.32,60.45,43.45,1.69,194.24,Orchid
162.77,824.56,47.42,32.61,43.41,2.83,6.72,155.93,79.41,73.81,67.6,3.94,548.03,Ficus
142.36,819.67,56.79,29.0,39.54,3.18,6.07,56.75,33.45,33.9,47.95,1.82,47.88,Bonsai
170.06,792.66,63.91,33.43,46.69,2.52,7.94,34.74,21.67,17.58,20.44,0.76,312.56,Succulent
126.02,754.69,49.25,27.59,42.51,1.9,5.48,51.34,42.19,41.73,42.64,1.08,62.5,Bonsai
167.08,840.53,59.39,38.29,39.32,1.67,5.8,67.83,45.71,27.89,48.67,1.19,37.1,Bonsai
156.93,805.87,56.98,33.7,24.58,2.2,5.79,85.22,61.4,55.34,42.15,1.67,215.92,Orchid
141.55,782.32,48.45,27.08,40.47,2.98,5.9,54.21,39.04,37.55,53.7,1.09,41.98,Bonsai
134.44,701.87,40.37,38.88,44.51,2.24,7.11,168.91,78.38,80.35,74.6,4.32,589.25,Ficus
110.9,789.86,46.01,40.76,34.61,2.69,5.65,52.0,41.7,51.22,57.86,1.8,55.32,Bonsai
133.98,864.09,53.65,51.53,34.66,3.0,8.68,28.03,17.31,15.72,23.22,0.45,297.51,Succulent
100.06,712.68,49.19,44.78,46.32,2.21,6.21,62.86,49.54,47.33,43.92,1.7,36.6,Bonsai
139.2,762.88,65.93,29.78,42.07,1.35,7.01,153.59,80.54,84.02,80.19,4.22,512.17,Ficus
119.32,743.87,39.42,25.98,34.71,1.96,7.07,141.42,90.5,85.5,64.3,3.95,462.23,Ficus
111.0,799.68,53.65,31.67,33.6,2.44,5.94,54.2,32.37,41.69,55.44,1.37,61.8,Bonsai
180.27,760.22,55.05,43.91,49.24,2.35,7.14,145.23,80.36,82.8,76.77,4.6,548.44,Ficus
129.59,712.61,58.96,46.46,39.94,2.32,5.74,103.01,56.39,54.75,42.15,1.91,216.9,Orchid
179.07,885.21,52.41,32.01,33.17,2.36,7.14,154.52,81.32,75.2,69.58,3.99,559.55,Ficus
171.35,765.34,38.53,36.61,31.87,1.69,6.07,55.14,41.2,31.31,49.05,1.14,48.48,Bonsai
194.12,706.18,51.78,27.3,33.6,1.96,5.84,56.19,33.73,42.53,43.45,1.07,59.92,Bonsai
152.19,763.29,61.46,40.45,32.51,2.69,7.5,143.78,81.38,85.05,70.03,4.9,497.06,Ficus
146.15,837.04,66.3,33.97,35.56,2.36,6.9,124.5,87.67,84.09,71.49,3.61,579.81,Ficus
152.31,817.03,30.5,42.38,40.46,2.61,7.05,161.4,78.99,83.2,73.02,4.19,456.29,Ficus
138.26,861.55,41.9,33.05,45.36,2.56,5.86,64.47,39.94,48.97,43.02,1.99,52.37,Bonsai
171.6,752.61,49.02,39.22,36.6,1.59,7.42,174.63,79.98,81.83,68.6,4.16,526.52,Ficus
161.66,812.08,52.44,26.05,35.7,2.25,8.01,27.68,16.73,18.98,13.08,0.21,297.75,Succulent
194.34,772.22,45.84,47.45,36.28,1.88,8.54,26.76,18.85,20.42,17.0,0.65,241.49,Succulent
197.87,755.26,60.09,37.17,38.0,2.33,8.37,37.8,21.89,19.71,12.59,0.6,260.33,Succulent
186.99,761.94,47.42,44.59,34.5,1.27,5.57,85.02,60.76,54.93,32.89,1.89,231.03,Orchid
132.17,721.48,64.4,42.02,41.65,2.57,6.42,71.42,34.29,35.94,45.24,1.75,61.03,Bonsai
165.66,781.54,48.95,36.04,45.56,2.67,7.81,30.47,23.46,21.42,16.12,0.79,314.48,Succulent
142.5,719.36,47.33,39.52,35.35,2.31,6.15,51.6,39.67,45.07,58.08,1.21,63.88,Bonsai
171.07,792.46,45.93,36.83,38.12,1.94,7.07,134.95,76.91,79.74,66.4,4.38,502.72,Ficus
135.1,737.7,63.79,44.49,38.41,2.62,5.91,55.34,49.31,35.16,54.34,1.96,45.18,Bonsai
149.55,833.36,37.24,38.76,37.41,1.72,6.1,50.38,42.3,47.46,49.57,2.13,43.01,Bonsai
133.57,720.67,39.64,34.96,34.98,2.44,6.2,60.86,48.67,48.18,44.96,1.62,43.92,Bonsai
142.5,710.31,57.06,35.48,43.57,2.52,5.51,81.7,57.71,63.66,44.37,2.27,192.94,Orchid
125.68,796.05,38.46,35.43,34.91,2.25,5.31,79.15,63.39,54.88,49.44,1.61,194.72,Orchid
119.87,788.54,54.9,41.81,41.16,2.19,5.87,57.6,37.13,39.58,52.35,1.51,52.04,Bonsai
164.1,844.96,68.72,32.95,42.25,1.26,4.87,76.79,51.19,53.74,35.22,2.31,185.64,Orchid
124.11,887.75,50.31,33.08,35.52,2.35,7.72,156.65,80.6,75.32,78.95,4.11,560.28,Ficus
150.58,825.8,53.26,35.0,44.44,2.15,6.0,58.64,34.67,48.22,53.36,1.95,47.57,Bonsai
169.57,833.79,54.33,35.38,38.52,2.92,5.63,84.68,52.92,60.11,46.88,2.39,193.09,Orchid
131.15,844.51,51.78,33.8,42.67,3.38,5.64,83.81,67.42,52.91,38.7,2.66,191.54,Orchid
135.15,696.69,47.04,30.98,31.88,2.64,5.44,91.89,62.66,63.93,39.24,2.53,223.38,Orchid
146.82,729.07,46.08,33.34,40.09,3.27,5.86,97.04,50.74,57.33,39.53,1.97,221.42,Orchid
106.91,855.45,53.76,33.01,42.86,2.26,5.61,54.04,35.31,40.81,52.94,1.51,43.32,Bonsai
172.79,703.78,40.07,34.76,41.0,2.61,6.06,55.15,38.95,33.68,49.85,1.63,49.23,Bonsai
149.97,833.4,45.23,39.2,44.12,2.65,5.54,94.14,60.58,61.78,37.52,1.75,194.59,Orchid
182.38,834.54,55.72,35.74,40.39,3.29,5.44,82.25,55.87,61.6,36.65,2.43,194.71,Orchid
118.75,811.22,52.73,40.88,50.78,2.78,6.82,132.04,73.09,80.02,65.26,3.57,505.12,Ficus
153.46,861.9,54.65,49.68,38.04,2.86,5.74,73.18,33.61,36.56,36.63,2.19,49.71,Bonsai
148.64,832.79,61.57,33.96,41.95,2.47,6.26,48.92,40.03,40.63,47.45,1.22,61.95,Bonsai
136.76,736.66,44.89,41.61,44.01,3.02,7.76,33.87,23.74,21.41,14.65,0.52,244.22,Succulent
149.31,852.66,46.16,33.85,44.01,3.24,8.33,26.92,20.13,24.47,19.47,0.55,297.17,Succulent
154.02,813.24,45.02,37.72,32.38,1.1,7.33,152.94,75.38,78.28,72.69,4.37,512.23,Ficus
138.89,841.67,75.49,31.23,36.23,2.85,7.53,133.0,81.17,99.71,68.55,4.52,448.64,Ficus
129.46,672.79,44.33,38.55,42.52,2.45,5.95,64.09,36.66,40.3,51.32,1.31,40.45,Bonsai
152.37,792.58,41.47,40.14,35.46,2.98,7.57,28.5,19.47,21.39,21.44,0.53,267.01,Succulent
162.97,996.31,49.9,32.31,50.23,2.63,7.3,155.88,83.99,78.86,56.88,4.56,524.32,Ficus
149.35,795.36,58.35,37.44,42.66,2.51,5.66,90.27,60.26,58.8,46.41,2.6,212.57,Orchid
128.83,768.87,59.1,42.29,32.38,2.01,7.63,33.62,24.29,17.65,22.74,0.48,290.32,Succulent
173.07,840.27,57.31,32.83,42.02,2.09,5.0,83.09,65.6,51.45,47.91,2.14,189.66,Orchid
147.06,828.76,43.54,35.42,41.94,2.47,6.61,160.86,66.23,77.54,67.27,3.5,546.47,Ficus
150.13,830.18,66.59,37.19,36.31,2.71,6.37,47.52,36.39,39.27,53.07,1.64,68.46,Bonsai
156.6,795.1,34.92,32.07,40.05,2.81,5.69,72.68,37.35,43.99,59.7,1.26,48.48,Bonsai
143.57,839.06,60.26,30.45,29.67,2.46,5.2,76.59,56.38,60.07,33.1,1.21,221.98,Orchid
122.66,833.95,30.01,30.5,43.05,3.19,6.41,134.29,84.24,78.37,80.15,3.69,435.18,Ficus
153.96,851.92,44.88,37.02,35.12,2.54,6.61,159.46,85.76,82.46,74.37,3.3,480.47,Ficus
121.88,839.52,53.58,36.0,39.6,2.47,6.33,58.4,39.46,38.18,58.42,1.78,53.36,Bonsai
133.07,768.29,58.65,30.73,39.51,2.33,6.46,144.72,91.09,89.73,66.15,3.9,494.92,Ficus
159.87,809.62,35.49,39.78,42.25,1.92,6.02,68.21,39.1,39.33,50.09,1.72,59.21,Bonsai
